device_id,firmware_version,timestamp,error_code,severity,model,region
DEV_0278,10.194.7,2087-03-22 00:00:00,ERR_UPDATE_109,high,Roku Premiere,APAC
DEV_0430,10.194.7,2087-02-11 00:00:00,ERR_BOOT_101,low,Roku Express,NA
DEV_0329,10.194.7,2087-03-15 00:00:00,ERR_BOOT_105,high,Roku TV,NA
DEV_0167,10.194.7,2087-03-08 00:00:00,ERR_STREAM_107,low,Roku Express,EU
DEV_0424,10.194.7,2087-03-06 00:00:00,ERR_CRASH_102,low,Roku Premiere,APAC
DEV_0347,10.194.7,2087-02-25 00:00:00,ERR_NETWORK_103,low,Roku Ultra,APAC
DEV_0345,10.194.7,2087-03-02 00:00:00,ERR_BOOT_103,low,Roku Streaming Stick+,LATAM
DEV_0143,10.194.7,2087-02-27 00:00:00,ERR_STREAM_109,low,Roku Premiere,EU
DEV_0443,10.194.7,2087-03-27 00:00:00,ERR_NETWORK_107,high,Roku Streaming Stick+,EU
DEV_0070,10.194.7,2087-02-18 00:00:00,ERR_BOOT_105,low,Roku Streaming Stick+,EU
DEV_0493,10.194.7,2087-02-28 00:00:00,ERR_BOOT_103,medium,Roku Premiere,NA
DEV_0058,10.194.7,2087-03-08 00:00:00,ERR_STREAM_104,medium,Roku Premiere,EU
DEV_0098,10.194.7,2087-02-27 00:00:00,ERR_BOOT_108,low,Roku Streaming Stick+,NA
DEV_0131,10.194.7,2087-02-28 00:00:00,ERR_NETWORK_107,medium,Roku Streaming Stick+,APAC
DEV_0323,10.194.7,2087-03-28 00:00:00,ERR_UPDATE_103,medium,Roku Ultra,EU
DEV_0245,10.194.7,2087-02-12 00:00:00,ERR_NETWORK_102,critical,Roku TV,EU
DEV_0095,10.194.7,2087-03-27 00:00:00,ERR_BOOT_106,low,Roku Streaming Stick+,NA
DEV_0055,10.194.7,2087-03-04 00:00:00,ERR_NETWORK_104,high,Roku TV,NA
DEV_0182,10.194.7,2087-02-19 00:00:00,ERR_NETWORK_104,high,Roku Premiere,NA
DEV_0142,10.194.7,2087-03-14 00:00:00,ERR_UPDATE_103,medium,Roku TV,LATAM
DEV_0028,10.194.7,2087-03-20 00:00:00,ERR_NETWORK_104,high,Roku Premiere,APAC
DEV_0438,10.194.7,2087-03-28 00:00:00,ERR_BOOT_107,low,Roku Premiere,NA
DEV_0162,10.194.7,2087-03-28 00:00:00,ERR_CRASH_107,medium,Roku Premiere,NA
DEV_0050,10.194.7,2087-03-28 00:00:00,ERR_STREAM_104,high,Roku Express,APAC
DEV_0372,10.194.7,2087-03-07 00:00:00,ERR_UPDATE_109,medium,Roku Ultra,LATAM
DEV_0217,10.194.7,2087-02-22 00:00:00,ERR_STREAM_100,high,Roku Premiere,EU
DEV_0158,10.194.7,2087-03-09 00:00:00,ERR_NETWORK_107,low,Roku Ultra,EU
DEV_0488,10.194.7,2087-02-24 00:00:00,ERR_BOOT_101,critical,Roku TV,LATAM
DEV_0468,10.194.7,2087-02-09 00:00:00,ERR_CRASH_108,medium,Roku TV,APAC
DEV_0103,10.194.7,2087-03-25 00:00:00,ERR_CRASH_108,high,Roku Ultra,APAC
DEV_0083,10.194.7,2087-02-27 00:00:00,ERR_STREAM_105,low,Roku TV,EU
DEV_0047,10.194.7,2087-03-05 00:00:00,ERR_STREAM_101,critical,Roku Ultra,EU
DEV_0229,10.194.7,2087-03-17 00:00:00,ERR_BOOT_102,low,Roku Streaming Stick+,EU
DEV_0304,10.194.7,2087-02-28 00:00:00,ERR_CRASH_107,high,Roku Streaming Stick+,LATAM
DEV_0152,10.194.7,2087-03-15 00:00:00,ERR_BOOT_107,medium,Roku Ultra,NA
DEV_0329,10.194.7,2087-02-09 00:00:00,ERR_BOOT_106,critical,Roku Premiere,LATAM
DEV_0050,10.194.7,2087-04-01 00:00:00,ERR_STREAM_103,medium,Roku Premiere,EU
DEV_0054,10.194.7,2087-03-03 00:00:00,ERR_BOOT_104,medium,Roku Ultra,APAC
DEV_0190,10.194.7,2087-02-28 00:00:00,ERR_CRASH_102,low,Roku Streaming Stick+,LATAM
DEV_0234,10.194.7,2087-03-28 00:00:00,ERR_BOOT_104,low,Roku Premiere,LATAM
DEV_0289,10.194.7,2087-03-01 00:00:00,ERR_CRASH_104,medium,Roku Express,APAC
DEV_0158,10.194.7,2087-03-01 00:00:00,ERR_UPDATE_105,medium,Roku Ultra,APAC
DEV_0113,10.194.7,2087-03-30 00:00:00,ERR_STREAM_106,low,Roku Streaming Stick+,NA
DEV_0425,10.194.7,2087-02-12 00:00:00,ERR_NETWORK_105,medium,Roku Express,APAC
DEV_0151,10.194.7,2087-03-10 00:00:00,ERR_UPDATE_100,low,Roku Streaming Stick+,NA
DEV_0484,10.194.7,2087-03-16 00:00:00,ERR_CRASH_109,low,Roku Premiere,APAC
DEV_0440,10.194.7,2087-02-26 00:00:00,ERR_STREAM_101,medium,Roku Express,EU
DEV_0160,10.194.7,2087-02-19 00:00:00,ERR_NETWORK_102,low,Roku TV,LATAM
DEV_0097,10.194.7,2087-03-23 00:00:00,ERR_CRASH_102,high,Roku Ultra,NA
DEV_0383,10.194.7,2087-02-15 00:00:00,ERR_UPDATE_108,low,Roku Premiere,NA
DEV_0114,10.194.7,2087-02-26 00:00:00,ERR_UPDATE_109,medium,Roku Ultra,LATAM
DEV_0216,10.194.7,2087-02-13 00:00:00,ERR_NETWORK_109,low,Roku Express,NA
DEV_0076,10.194.8,2087-03-21 00:00:00,ERR_BOOT_100,low,Roku Premiere,EU
DEV_0054,10.194.8,2087-04-22 00:00:00,ERR_CRASH_105,low,Roku Ultra,NA
DEV_0148,10.194.8,2087-04-18 00:00:00,ERR_BOOT_102,high,Roku Express,APAC
DEV_0233,10.194.8,2087-04-17 00:00:00,ERR_NETWORK_101,medium,Roku Ultra,EU
DEV_0483,10.194.8,2087-03-15 00:00:00,ERR_STREAM_106,critical,Roku Ultra,APAC
DEV_0231,10.194.8,2087-04-19 00:00:00,ERR_UPDATE_108,low,Roku Premiere,EU
DEV_0180,10.194.8,2087-04-25 00:00:00,ERR_UPDATE_107,medium,Roku Ultra,NA
DEV_0376,10.194.8,2087-03-30 00:00:00,ERR_STREAM_106,low,Roku Ultra,EU
DEV_0075,10.194.8,2087-04-09 00:00:00,ERR_CRASH_105,low,Roku Streaming Stick+,NA
DEV_0270,10.194.8,2087-03-23 00:00:00,ERR_STREAM_105,low,Roku TV,EU
DEV_0185,10.194.8,2087-04-22 00:00:00,ERR_CRASH_104,high,Roku TV,APAC
DEV_0215,10.194.8,2087-04-12 00:00:00,ERR_UPDATE_102,low,Roku Streaming Stick+,NA
DEV_0119,10.194.8,2087-04-15 00:00:00,ERR_STREAM_104,high,Roku Premiere,EU
DEV_0354,10.194.8,2087-04-05 00:00:00,ERR_STREAM_100,medium,Roku TV,EU
DEV_0184,10.194.8,2087-04-14 00:00:00,ERR_UPDATE_106,high,Roku Express,NA
DEV_0410,10.194.8,2087-03-17 00:00:00,ERR_CRASH_100,low,Roku Premiere,EU
DEV_0016,10.194.8,2087-03-19 00:00:00,ERR_STREAM_102,medium,Roku Ultra,EU
DEV_0374,10.194.8,2087-04-19 00:00:00,ERR_NETWORK_103,low,Roku TV,APAC
DEV_0111,10.194.8,2087-04-08 00:00:00,ERR_STREAM_100,low,Roku TV,EU
DEV_0462,10.194.8,2087-03-12 00:00:00,ERR_STREAM_104,medium,Roku Ultra,LATAM
DEV_0049,10.194.8,2087-03-10 00:00:00,ERR_NETWORK_107,low,Roku Express,APAC
DEV_0172,10.194.8,2087-03-27 00:00:00,ERR_UPDATE_103,medium,Roku Premiere,LATAM
DEV_0346,10.194.8,2087-04-19 00:00:00,ERR_BOOT_105,low,Roku Streaming Stick+,APAC
DEV_0381,10.194.8,2087-04-28 00:00:00,ERR_BOOT_109,low,Roku Premiere,APAC
DEV_0436,10.194.8,2087-03-27 00:00:00,ERR_NETWORK_101,low,Roku TV,LATAM
DEV_0355,10.194.8,2087-04-14 00:00:00,ERR_UPDATE_102,high,Roku Ultra,LATAM
DEV_0038,10.194.8,2087-04-19 00:00:00,ERR_STREAM_100,low,Roku Ultra,NA
DEV_0067,10.194.8,2087-03-10 00:00:00,ERR_UPDATE_104,low,Roku Express,NA
DEV_0291,10.194.8,2087-03-31 00:00:00,ERR_STREAM_108,medium,Roku Premiere,EU
DEV_0395,10.194.8,2087-04-11 00:00:00,ERR_NETWORK_104,high,Roku Streaming Stick+,LATAM
DEV_0419,10.194.8,2087-03-18 00:00:00,ERR_NETWORK_101,low,Roku Premiere,EU
DEV_0316,10.194.8,2087-04-19 00:00:00,ERR_UPDATE_103,low,Roku Ultra,APAC
DEV_0198,10.194.8,2087-04-10 00:00:00,ERR_BOOT_108,medium,Roku Streaming Stick+,NA
DEV_0075,10.194.8,2087-03-23 00:00:00,ERR_UPDATE_108,low,Roku TV,LATAM
DEV_0132,10.194.8,2087-04-20 00:00:00,ERR_BOOT_101,low,Roku TV,APAC
DEV_0009,10.194.8,2087-04-05 00:00:00,ERR_CRASH_106,high,Roku Ultra,LATAM
DEV_0172,10.194.8,2087-04-12 00:00:00,ERR_CRASH_109,medium,Roku Ultra,NA
DEV_0371,10.194.8,2087-03-28 00:00:00,ERR_BOOT_103,low,Roku Ultra,LATAM
DEV_0414,10.194.8,2087-03-24 00:00:00,ERR_UPDATE_104,high,Roku Premiere,LATAM
DEV_0162,10.194.8,2087-03-08 00:00:00,ERR_NETWORK_101,high,Roku TV,NA
DEV_0104,10.194.8,2087-03-16 00:00:00,ERR_STREAM_107,critical,Roku Express,EU
DEV_0021,10.194.8,2087-04-07 00:00:00,ERR_CRASH_107,low,Roku TV,LATAM
DEV_0031,10.194.8,2087-03-19 00:00:00,ERR_UPDATE_102,medium,Roku Streaming Stick+,LATAM
DEV_0137,10.194.8,2087-03-24 00:00:00,ERR_CRASH_109,low,Roku Streaming Stick+,EU
DEV_0143,10.194.8,2087-04-11 00:00:00,ERR_CRASH_107,critical,Roku Express,LATAM
DEV_0321,10.194.8,2087-04-07 00:00:00,ERR_UPDATE_109,medium,Roku Streaming Stick+,EU
DEV_0400,10.194.8,2087-04-18 00:00:00,ERR_NETWORK_104,high,Roku Ultra,LATAM
DEV_0101,10.194.8,2087-03-25 00:00:00,ERR_UPDATE_100,low,Roku Premiere,APAC
DEV_0301,10.194.8,2087-03-23 00:00:00,ERR_CRASH_105,medium,Roku TV,NA
DEV_0186,10.194.9,2087-05-09 00:00:00,ERR_STREAM_101,low,Roku Express,EU
DEV_0051,10.194.9,2087-03-30 00:00:00,ERR_NETWORK_100,medium,Roku Ultra,LATAM
DEV_0134,10.194.9,2087-04-28 00:00:00,ERR_NETWORK_100,medium,Roku Express,NA
DEV_0344,10.194.9,2087-04-06 00:00:00,ERR_CRASH_100,medium,Roku TV,NA
DEV_0044,10.194.9,2087-05-05 00:00:00,ERR_NETWORK_108,medium,Roku Express,LATAM
DEV_0334,10.194.9,2087-04-26 00:00:00,ERR_CRASH_104,high,Roku TV,NA
DEV_0477,10.194.9,2087-05-14 00:00:00,ERR_NETWORK_104,high,Roku Streaming Stick+,APAC
DEV_0381,10.194.9,2087-03-31 00:00:00,ERR_STREAM_108,medium,Roku Premiere,EU
DEV_0092,10.194.9,2087-04-07 00:00:00,ERR_CRASH_102,low,Roku Ultra,NA
DEV_0267,10.194.9,2087-04-24 00:00:00,ERR_CRASH_106,medium,Roku TV,LATAM
DEV_0211,10.194.9,2087-03-28 00:00:00,ERR_BOOT_107,low,Roku Ultra,APAC
DEV_0187,10.194.9,2087-04-08 00:00:00,ERR_UPDATE_104,medium,Roku Streaming Stick+,APAC
DEV_0119,10.194.9,2087-05-05 00:00:00,ERR_STREAM_105,low,Roku Express,APAC
DEV_0241,10.194.9,2087-05-01 00:00:00,ERR_CRASH_107,medium,Roku TV,LATAM
DEV_0237,10.194.9,2087-05-13 00:00:00,ERR_BOOT_105,medium,Roku Express,APAC
DEV_0357,10.194.9,2087-04-28 00:00:00,ERR_NETWORK_105,high,Roku TV,LATAM
DEV_0170,10.194.9,2087-04-02 00:00:00,ERR_NETWORK_103,medium,Roku Streaming Stick+,NA
DEV_0111,10.194.9,2087-04-25 00:00:00,ERR_STREAM_106,low,Roku Express,LATAM
DEV_0404,10.194.9,2087-04-05 00:00:00,ERR_BOOT_108,critical,Roku TV,EU
DEV_0035,10.194.9,2087-04-29 00:00:00,ERR_BOOT_102,medium,Roku Ultra,EU
DEV_0115,10.194.9,2087-04-10 00:00:00,ERR_NETWORK_104,medium,Roku Ultra,NA
DEV_0388,10.194.9,2087-04-22 00:00:00,ERR_BOOT_107,low,Roku Express,APAC
DEV_0337,10.194.9,2087-03-28 00:00:00,ERR_NETWORK_101,critical,Roku Streaming Stick+,APAC
DEV_0262,10.194.9,2087-04-15 00:00:00,ERR_CRASH_108,medium,Roku Streaming Stick+,EU
DEV_0292,10.194.9,2087-05-09 00:00:00,ERR_UPDATE_107,low,Roku Streaming Stick+,EU
DEV_0181,10.194.9,2087-05-14 00:00:00,ERR_CRASH_104,medium,Roku Premiere,LATAM
DEV_0419,10.194.9,2087-04-28 00:00:00,ERR_STREAM_105,medium,Roku Streaming Stick+,LATAM
DEV_0270,10.194.9,2087-05-09 00:00:00,ERR_UPDATE_104,medium,Roku Ultra,LATAM
DEV_0080,10.194.9,2087-05-06 00:00:00,ERR_UPDATE_105,high,Roku Premiere,EU
DEV_0263,10.194.9,2087-04-30 00:00:00,ERR_BOOT_109,medium,Roku TV,APAC
DEV_0219,10.194.9,2087-05-03 00:00:00,ERR_UPDATE_109,low,Roku Premiere,LATAM
DEV_0326,10.194.9,2087-05-05 00:00:00,ERR_NETWORK_100,low,Roku Streaming Stick+,EU
DEV_0148,10.194.9,2087-04-30 00:00:00,ERR_NETWORK_102,high,Roku Premiere,LATAM
DEV_0310,10.194.9,2087-04-24 00:00:00,ERR_BOOT_100,low,Roku Premiere,EU
DEV_0211,10.194.9,2087-04-03 00:00:00,ERR_CRASH_108,medium,Roku Premiere,APAC
DEV_0464,10.194.9,2087-04-04 00:00:00,ERR_STREAM_102,high,Roku Streaming Stick+,APAC
DEV_0173,10.194.9,2087-04-23 00:00:00,ERR_CRASH_103,medium,Roku Express,NA
DEV_0198,10.194.9,2087-04-29 00:00:00,ERR_BOOT_105,medium,Roku TV,LATAM
DEV_0160,10.194.9,2087-04-18 00:00:00,ERR_UPDATE_104,low,Roku Ultra,LATAM
DEV_0376,10.194.9,2087-05-08 00:00:00,ERR_STREAM_102,high,Roku Express,EU
DEV_0195,10.194.9,2087-04-15 00:00:00,ERR_UPDATE_104,critical,Roku Express,APAC
DEV_0390,10.194.9,2087-04-25 00:00:00,ERR_CRASH_101,low,Roku Ultra,NA
DEV_0065,10.194.9,2087-05-15 00:00:00,ERR_UPDATE_104,medium,Roku Express,APAC
DEV_0008,10.194.9,2087-05-02 00:00:00,ERR_STREAM_100,high,Roku TV,NA
DEV_0031,10.194.9,2087-04-07 00:00:00,ERR_UPDATE_103,low,Roku Express,APAC
DEV_0302,10.194.9,2087-04-01 00:00:00,ERR_CRASH_106,low,Roku Streaming Stick+,LATAM
DEV_0341,10.194.9,2087-03-25 00:00:00,ERR_CRASH_109,low,Roku Express,APAC
DEV_0196,10.194.9,2087-05-04 00:00:00,ERR_STREAM_106,high,Roku TV,NA
DEV_0157,10.194.9,2087-03-25 00:00:00,ERR_CRASH_106,critical,Roku Premiere,LATAM
DEV_0462,10.194.9,2087-05-06 00:00:00,ERR_BOOT_101,low,Roku TV,LATAM
DEV_0011,10.194.9,2087-04-13 00:00:00,ERR_NETWORK_107,low,Roku Premiere,NA
DEV_0030,10.194.9,2087-05-11 00:00:00,ERR_CRASH_103,medium,Roku Streaming Stick+,NA
DEV_0488,10.194.9,2087-04-02 00:00:00,ERR_STREAM_103,medium,Roku TV,APAC
DEV_0500,10.194.9,2087-05-04 00:00:00,ERR_NETWORK_105,medium,Roku Streaming Stick+,NA
DEV_0299,10.194.9,2087-04-09 00:00:00,ERR_NETWORK_109,medium,Roku TV,NA
DEV_0112,10.194.9,2087-04-20 00:00:00,ERR_NETWORK_102,critical,Roku Express,EU
DEV_0396,10.194.9,2087-04-05 00:00:00,ERR_STREAM_107,low,Roku TV,LATAM
DEV_0325,10.194.9,2087-03-25 00:00:00,ERR_STREAM_104,high,Roku Streaming Stick+,LATAM
DEV_0283,10.194.9,2087-04-22 00:00:00,ERR_CRASH_100,low,Roku Streaming Stick+,LATAM
DEV_0422,10.194.9,2087-03-28 00:00:00,ERR_BOOT_105,medium,Roku Premiere,LATAM
DEV_0005,10.194.9,2087-03-30 00:00:00,ERR_STREAM_108,low,Roku TV,NA
DEV_0258,10.194.9,2087-04-05 00:00:00,ERR_STREAM_105,low,Roku Ultra,EU
DEV_0447,10.194.9,2087-04-30 00:00:00,ERR_BOOT_100,high,Roku Express,APAC
DEV_0048,10.194.9,2087-04-09 00:00:00,ERR_BOOT_104,medium,Roku TV,APAC
DEV_0135,10.194.9,2087-05-15 00:00:00,ERR_BOOT_102,low,Roku TV,EU
DEV_0054,10.194.9,2087-04-09 00:00:00,ERR_BOOT_106,medium,Roku Streaming Stick+,EU
DEV_0230,10.194.9,2087-04-01 00:00:00,ERR_STREAM_102,critical,Roku Premiere,APAC
DEV_0198,10.194.10,2087-06-09 00:00:00,ERR_BOOT_102,high,Roku Express,EU
DEV_0331,10.194.10,2087-05-23 00:00:00,ERR_UPDATE_103,high,Roku TV,EU
DEV_0377,10.194.10,2087-04-30 00:00:00,ERR_BOOT_108,low,Roku Ultra,EU
DEV_0288,10.194.10,2087-05-24 00:00:00,ERR_STREAM_103,low,Roku Streaming Stick+,LATAM
DEV_0301,10.194.10,2087-05-05 00:00:00,ERR_BOOT_103,low,Roku Streaming Stick+,LATAM
DEV_0295,10.194.10,2087-04-29 00:00:00,ERR_UPDATE_103,low,Roku TV,LATAM
DEV_0230,10.194.10,2087-04-25 00:00:00,ERR_UPDATE_107,critical,Roku Premiere,LATAM
DEV_0268,10.194.10,2087-06-03 00:00:00,ERR_CRASH_104,high,Roku Express,APAC
DEV_0388,10.194.10,2087-04-25 00:00:00,ERR_NETWORK_102,medium,Roku Ultra,NA
DEV_0397,10.194.10,2087-06-05 00:00:00,ERR_CRASH_100,low,Roku Ultra,LATAM
DEV_0283,10.194.10,2087-06-03 00:00:00,ERR_UPDATE_103,medium,Roku Premiere,LATAM
DEV_0328,10.194.10,2087-05-11 00:00:00,ERR_STREAM_107,low,Roku Premiere,EU
DEV_0409,10.194.10,2087-05-04 00:00:00,ERR_NETWORK_101,low,Roku Premiere,NA
DEV_0489,10.194.10,2087-05-24 00:00:00,ERR_CRASH_107,medium,Roku Express,APAC
DEV_0303,10.194.10,2087-04-21 00:00:00,ERR_NETWORK_104,medium,Roku Ultra,EU
DEV_0294,10.194.10,2087-05-19 00:00:00,ERR_CRASH_101,medium,Roku Express,APAC
DEV_0185,10.194.10,2087-04-21 00:00:00,ERR_BOOT_109,critical,Roku Express,EU
DEV_0397,10.194.10,2087-06-08 00:00:00,ERR_NETWORK_105,low,Roku TV,APAC
DEV_0077,10.194.10,2087-05-07 00:00:00,ERR_CRASH_106,high,Roku Streaming Stick+,NA
DEV_0182,10.194.10,2087-06-02 00:00:00,ERR_CRASH_108,medium,Roku Premiere,EU
DEV_0471,10.194.10,2087-06-02 00:00:00,ERR_CRASH_109,medium,Roku Ultra,NA
DEV_0260,10.194.10,2087-06-08 00:00:00,ERR_STREAM_108,low,Roku Streaming Stick+,APAC
DEV_0296,10.194.10,2087-06-08 00:00:00,ERR_STREAM_105,high,Roku Streaming Stick+,NA
DEV_0391,10.194.10,2087-04-27 00:00:00,ERR_UPDATE_108,medium,Roku TV,NA
DEV_0039,10.194.10,2087-06-08 00:00:00,ERR_CRASH_103,high,Roku Premiere,APAC
DEV_0454,10.194.10,2087-05-16 00:00:00,ERR_STREAM_103,critical,Roku Express,NA
DEV_0258,10.194.10,2087-05-16 00:00:00,ERR_CRASH_107,critical,Roku TV,NA
DEV_0476,10.194.10,2087-04-28 00:00:00,ERR_BOOT_106,low,Roku Streaming Stick+,APAC
DEV_0323,10.194.10,2087-04-21 00:00:00,ERR_NETWORK_104,high,Roku Express,LATAM
DEV_0390,10.194.10,2087-05-02 00:00:00,ERR_CRASH_105,medium,Roku Express,APAC
DEV_0340,10.194.10,2087-06-01 00:00:00,ERR_CRASH_109,low,Roku TV,APAC
DEV_0059,10.194.10,2087-06-03 00:00:00,ERR_CRASH_104,low,Roku Ultra,EU
DEV_0247,10.194.10,2087-05-10 00:00:00,ERR_NETWORK_105,low,Roku Express,EU
DEV_0216,10.194.10,2087-05-06 00:00:00,ERR_BOOT_103,low,Roku TV,NA
DEV_0346,10.194.10,2087-06-04 00:00:00,ERR_UPDATE_106,critical,Roku Streaming Stick+,APAC
DEV_0138,10.194.10,2087-04-20 00:00:00,ERR_CRASH_108,high,Roku Streaming Stick+,APAC
DEV_0110,10.194.10,2087-04-28 00:00:00,ERR_UPDATE_105,medium,Roku Premiere,EU
DEV_0246,10.194.10,2087-05-05 00:00:00,ERR_BOOT_107,medium,Roku Premiere,EU
DEV_0029,10.194.10,2087-05-11 00:00:00,ERR_NETWORK_105,medium,Roku Streaming Stick+,NA
DEV_0275,10.194.10,2087-05-27 00:00:00,ERR_STREAM_108,critical,Roku Streaming Stick+,LATAM
DEV_0310,10.194.10,2087-05-02 00:00:00,ERR_STREAM_109,medium,Roku Premiere,APAC
DEV_0093,10.194.10,2087-05-02 00:00:00,ERR_NETWORK_104,medium,Roku TV,NA
DEV_0398,10.194.10,2087-04-22 00:00:00,ERR_NETWORK_103,low,Roku Premiere,NA
DEV_0230,10.194.10,2087-04-24 00:00:00,ERR_BOOT_100,critical,Roku Express,NA
DEV_0076,10.194.10,2087-05-06 00:00:00,ERR_CRASH_105,high,Roku Streaming Stick+,NA
DEV_0387,10.194.11,2087-05-01 00:00:00,ERR_BOOT_108,low,Roku Streaming Stick+,APAC
DEV_0366,10.194.11,2087-05-25 00:00:00,ERR_BOOT_101,low,Roku Premiere,EU
DEV_0447,10.194.11,2087-06-06 00:00:00,ERR_CRASH_104,high,Roku Premiere,EU
DEV_0321,10.194.11,2087-06-19 00:00:00,ERR_NETWORK_100,high,Roku Express,NA
DEV_0215,10.194.11,2087-06-02 00:00:00,ERR_BOOT_100,high,Roku Premiere,APAC
DEV_0201,10.194.11,2087-06-19 00:00:00,ERR_STREAM_102,medium,Roku TV,APAC
DEV_0308,10.194.11,2087-06-09 00:00:00,ERR_STREAM_106,low,Roku Streaming Stick+,NA
DEV_0398,10.194.11,2087-06-06 00:00:00,ERR_NETWORK_103,high,Roku Express,EU
DEV_0018,10.194.11,2087-06-13 00:00:00,ERR_CRASH_101,low,Roku TV,EU
DEV_0453,10.194.11,2087-05-08 00:00:00,ERR_UPDATE_108,low,Roku Premiere,NA
DEV_0368,10.194.11,2087-05-23 00:00:00,ERR_BOOT_101,critical,Roku Premiere,EU
DEV_0355,10.194.11,2087-06-16 00:00:00,ERR_STREAM_105,medium,Roku Express,APAC
DEV_0221,10.194.11,2087-05-12 00:00:00,ERR_NETWORK_107,medium,Roku Express,APAC
DEV_0236,10.194.11,2087-05-01 00:00:00,ERR_STREAM_100,low,Roku Express,EU
DEV_0496,10.194.11,2087-05-05 00:00:00,ERR_NETWORK_100,low,Roku Express,EU
DEV_0264,10.194.11,2087-06-09 00:00:00,ERR_STREAM_109,low,Roku Express,APAC
DEV_0143,10.194.11,2087-06-16 00:00:00,ERR_STREAM_105,high,Roku Premiere,EU
DEV_0127,10.194.11,2087-06-18 00:00:00,ERR_CRASH_101,medium,Roku Express,EU
DEV_0121,10.194.11,2087-06-03 00:00:00,ERR_BOOT_109,low,Roku TV,APAC
DEV_0225,10.194.11,2087-05-14 00:00:00,ERR_CRASH_101,low,Roku TV,LATAM
DEV_0267,10.194.11,2087-05-21 00:00:00,ERR_NETWORK_109,medium,Roku Premiere,APAC
DEV_0154,10.194.11,2087-06-08 00:00:00,ERR_UPDATE_105,low,Roku Streaming Stick+,EU
DEV_0222,10.194.11,2087-06-12 00:00:00,ERR_UPDATE_103,low,Roku Premiere,NA
DEV_0364,10.194.11,2087-06-01 00:00:00,ERR_UPDATE_109,high,Roku Ultra,LATAM
DEV_0455,10.194.11,2087-05-04 00:00:00,ERR_STREAM_109,low,Roku TV,APAC
DEV_0458,10.194.11,2087-06-12 00:00:00,ERR_CRASH_100,low,Roku Express,LATAM
DEV_0105,10.194.11,2087-06-03 00:00:00,ERR_BOOT_102,low,Roku Premiere,LATAM
DEV_0374,10.194.11,2087-05-18 00:00:00,ERR_CRASH_108,medium,Roku Ultra,NA
DEV_0132,10.194.11,2087-05-10 00:00:00,ERR_UPDATE_105,low,Roku Premiere,APAC
DEV_0058,10.194.11,2087-06-17 00:00:00,ERR_NETWORK_109,medium,Roku Express,NA
DEV_0170,10.194.11,2087-05-17 00:00:00,ERR_BOOT_108,high,Roku TV,EU
DEV_0494,10.194.11,2087-05-15 00:00:00,ERR_STREAM_109,high,Roku Express,LATAM
DEV_0490,10.194.11,2087-06-11 00:00:00,ERR_UPDATE_100,low,Roku TV,APAC
DEV_0130,10.194.11,2087-05-25 00:00:00,ERR_CRASH_106,medium,Roku Premiere,LATAM
DEV_0068,10.194.11,2087-05-26 00:00:00,ERR_NETWORK_101,high,Roku Express,APAC
DEV_0204,10.194.11,2087-05-21 00:00:00,ERR_UPDATE_104,medium,Roku Streaming Stick+,EU
DEV_0158,10.194.11,2087-05-09 00:00:00,ERR_STREAM_106,low,Roku Premiere,EU
DEV_0390,10.194.11,2087-05-30 00:00:00,ERR_STREAM_103,high,Roku Ultra,NA
DEV_0288,10.194.11,2087-06-03 00:00:00,ERR_NETWORK_100,critical,Roku Premiere,LATAM
DEV_0391,10.194.11,2087-05-18 00:00:00,ERR_BOOT_103,low,Roku Ultra,EU
DEV_0420,10.194.11,2087-05-29 00:00:00,ERR_BOOT_106,low,Roku Premiere,NA
DEV_0001,10.194.11,2087-05-27 00:00:00,ERR_NETWORK_100,medium,Roku Express,NA
DEV_0388,10.194.11,2087-06-09 00:00:00,ERR_BOOT_102,medium,Roku Express,EU
DEV_0211,10.194.11,2087-06-08 00:00:00,ERR_CRASH_101,low,Roku TV,EU
DEV_0230,10.194.11,2087-06-06 00:00:00,ERR_NETWORK_106,medium,Roku Premiere,LATAM
DEV_0095,10.194.11,2087-06-19 00:00:00,ERR_UPDATE_109,high,Roku TV,NA
DEV_0219,10.194.11,2087-06-15 00:00:00,ERR_NETWORK_106,low,Roku Express,LATAM
DEV_0435,10.194.11,2087-05-01 00:00:00,ERR_STREAM_102,medium,Roku TV,APAC
DEV_0468,10.194.11,2087-06-18 00:00:00,ERR_UPDATE_105,medium,Roku Premiere,APAC
DEV_0162,10.194.11,2087-05-11 00:00:00,ERR_UPDATE_107,medium,Roku Ultra,LATAM
DEV_0073,10.194.11,2087-06-07 00:00:00,ERR_CRASH_103,medium,Roku TV,EU
DEV_0191,10.194.11,2087-05-27 00:00:00,ERR_BOOT_108,low,Roku Express,NA
DEV_0205,10.194.11,2087-06-06 00:00:00,ERR_UPDATE_104,low,Roku Premiere,EU
DEV_0203,10.194.11,2087-05-09 00:00:00,ERR_NETWORK_100,low,Roku Streaming Stick+,NA
DEV_0423,10.194.11,2087-05-09 00:00:00,ERR_BOOT_100,low,Roku Ultra,LATAM
DEV_0107,10.194.11,2087-05-01 00:00:00,ERR_NETWORK_106,medium,Roku Ultra,APAC
DEV_0015,10.194.11,2087-06-02 00:00:00,ERR_STREAM_104,low,Roku Premiere,LATAM
DEV_0193,10.194.12,2087-06-29 00:00:00,ERR_CRASH_105,high,Roku Streaming Stick+,EU
