firmware_version,days_since_release,error_count
10.46.3,10,2
10.46.3,11,1
10.46.3,12,3
10.46.3,13,1
10.46.3,14,3
10.46.3,15,1
10.46.3,16,1
10.46.3,18,1
10.46.3,19,1
10.46.3,21,2
10.46.3,22,1
10.46.3,23,1
10.46.3,24,2
10.46.3,27,1
10.46.3,28,1
10.46.3,29,3
10.46.3,30,1
10.46.3,32,3
10.46.3,33,1
10.46.3,34,1
10.46.3,35,2
10.46.3,36,2
10.46.3,37,3
10.46.3,39,2
10.46.3,40,4
10.46.3,41,1
10.46.3,42,2
10.46.3,43,2
10.46.3,44,2
10.46.4,1,1
10.46.4,6,2
10.46.4,7,1
10.46.4,10,1
10.46.4,12,2
10.46.4,14,3
10.46.4,15,3
10.46.4,19,1
10.46.4,20,1
10.46.4,21,1
10.46.4,22,2
10.46.4,23,1
10.46.4,24,2
10.46.4,25,1
10.46.4,26,2
10.46.4,27,1
10.46.4,29,2
10.46.4,31,1
10.46.4,34,2
10.46.4,35,2
10.46.4,36,1
10.46.4,37,2
10.46.4,38,3
10.46.4,39,3
10.46.4,40,1
10.46.4,43,2
10.46.5,0,1
10.46.5,2,1
10.46.5,3,2
10.46.5,4,1
10.46.5,7,3
10.46.5,11,1
10.46.5,13,1
10.46.5,14,1
10.46.5,15,2
10.46.5,16,1
10.46.5,17,1
10.46.5,18,2
10.46.5,19,2
10.46.5,20,3
10.46.5,23,2
10.46.5,24,1
10.46.5,26,2
10.46.5,28,2
10.46.5,29,1
10.46.5,31,1
10.46.5,32,2
10.46.5,33,1
10.46.5,34,2
10.46.5,35,3
10.46.5,36,1
10.46.5,38,1
10.46.5,39,2
10.46.5,40,1
10.46.5,41,2
10.46.5,44,1
10.47.0,0,2
10.47.0,1,2
10.47.0,2,2
10.47.0,4,2
10.47.0,5,3
10.47.0,6,2
10.47.0,7,2
10.47.0,8,1
10.47.0,9,2
10.47.0,11,1
10.47.0,13,1
10.47.0,14,1
10.47.0,16,2
10.47.0,17,1
10.47.0,19,2
10.47.0,20,1
10.47.0,21,2
10.47.0,24,1
10.47.0,25,2
10.47.0,26,1
10.47.0,27,1
10.47.0,28,1
10.47.0,29,3
10.47.0,32,2
10.47.0,33,3
10.47.0,34,2
10.47.0,35,1
10.47.0,36,1
10.47.0,38,2
10.47.0,41,2
10.47.0,42,1
10.47.0,44,1
10.47.1,0,1
10.47.1,1,2
10.47.1,2,2
10.47.1,3,1
10.47.1,5,1
10.47.1,6,1
10.47.1,8,1
10.47.1,9,1
10.47.1,10,3
10.47.1,12,1
10.47.1,13,3
10.47.1,14,2
10.47.1,15,2
10.47.1,17,1
10.47.1,19,1
10.47.1,20,1
10.47.1,22,3
10.47.1,23,1
10.47.1,24,2
10.47.1,28,1
10.47.1,29,2
10.47.1,31,2
10.47.1,32,3
10.47.1,34,1
10.47.1,35,1
10.47.1,37,1
10.47.1,38,1
10.47.1,39,3
10.47.1,40,2
10.47.1,42,2
10.47.1,43,1
10.48.0,1,1
10.48.0,2,3
10.48.0,3,2
10.48.0,4,1
10.48.0,5,1
10.48.0,6,1
10.48.0,7,2
10.48.0,8,2
10.48.0,12,1
10.48.0,13,1
10.48.0,14,1
10.48.0,15,1
10.48.0,16,2
10.48.0,17,1
10.48.0,18,1
10.48.0,19,2
10.48.0,20,1
10.48.0,21,3
10.48.0,22,1
10.48.0,23,2
10.48.0,25,1
10.48.0,26,2
10.48.0,27,3
10.48.0,28,1
10.48.0,29,1
10.48.0,30,1
10.48.0,32,3
10.48.0,35,1
10.48.0,36,2
10.48.0,37,3
10.48.0,38,1
10.48.0,39,2
10.48.0,40,1
10.48.0,41,2
10.48.0,43,1
10.49.0,0,1
10.49.0,1,2
10.49.0,2,6
10.49.0,5,2
10.49.0,7,2
10.49.0,8,2
10.49.0,10,1
10.49.0,14,1
10.49.0,15,2
10.49.0,16,1
10.49.0,20,1
10.49.0,21,1
10.49.0,22,4
10.49.0,23,1
10.49.0,25,1
10.49.0,26,4
10.49.0,27,1
10.49.0,28,1
10.49.0,29,4
10.49.0,30,3
10.49.0,31,2
10.49.0,33,2
10.49.0,34,1
10.49.0,37,1
10.49.0,38,3
10.49.0,44,2
10.49.1,0,1
10.49.1,3,1
10.49.1,4,1
10.49.1,5,1
10.49.1,8,1
10.49.1,9,1
10.49.1,13,1
10.49.1,15,2
10.49.1,18,2
10.49.1,22,2
10.49.1,23,1
10.49.1,24,3
10.49.1,25,2
10.49.1,27,1
10.49.1,28,2
10.49.1,29,4
10.49.1,31,1
10.49.1,33,1
10.49.1,34,1
10.49.1,35,1
10.49.1,36,1
10.49.1,38,1
10.49.1,40,2
10.49.1,42,3
10.49.1,44,1
10.49.2,1,1
10.49.2,2,1
10.49.2,3,1
10.49.2,4,1
10.49.2,5,2
10.49.2,6,1
10.49.2,7,1
10.49.2,8,1
10.49.2,9,1
10.49.2,10,1
10.49.2,12,2
10.49.2,13,1
10.49.2,14,3
10.49.2,15,2
10.49.2,16,2
10.49.2,17,2
10.49.2,18,1
10.49.2,19,1
10.49.2,21,4
10.49.2,23,1
10.49.2,26,1
10.49.2,27,1
10.49.2,28,2
10.49.2,31,2
10.49.2,32,1
10.49.2,34,1
10.49.2,35,1
10.49.2,37,1
10.49.2,38,2
10.49.2,41,1
10.49.2,42,3
10.49.2,43,1
10.49.2,44,1
10.49.3,0,1
10.49.3,1,1
10.49.3,2,1
10.49.3,3,1
10.49.3,4,3
10.49.3,5,2
10.49.3,6,1
10.49.3,7,3
10.49.3,8,2
10.49.3,10,1
10.49.3,11,1
10.49.3,13,3
10.49.3,15,2
10.49.3,17,2
10.49.3,18,1
10.49.3,19,2
10.49.3,20,2
10.49.3,21,1
10.49.3,22,2
10.49.3,23,2
10.49.3,24,1
10.49.3,25,1
10.49.3,27,1
10.49.3,28,2
10.49.3,30,2
10.49.3,31,1
10.49.3,32,2
10.49.3,36,3
10.49.3,41,1
10.49.3,42,4
10.49.3,43,2
10.49.3,44,1
10.49.4,0,2
10.49.4,1,2
10.49.4,5,1
10.49.4,6,1
10.49.4,9,1
10.49.4,11,2
10.49.4,14,1
10.49.4,15,2
10.49.4,16,2
10.49.4,17,1
10.49.4,18,1
10.49.4,19,1
10.49.4,20,1
10.49.4,21,1
10.49.4,22,1
10.49.4,23,1
10.49.4,25,1
10.49.4,27,1
10.49.4,28,1
10.49.4,29,2
10.49.4,30,2
10.49.4,31,2
10.49.4,32,1
10.49.4,33,4
10.49.4,34,1
10.49.4,35,1
10.49.4,36,1
10.49.4,37,1
10.49.4,38,1
10.49.4,39,2
10.49.4,40,3
10.49.4,43,3
10.49.4,44,3
10.5.0,0,5
10.5.0,1,1
10.5.0,4,1
10.5.0,5,2
10.5.0,6,1
10.5.0,7,2
10.5.0,8,1
10.5.0,11,1
10.5.0,13,3
10.5.0,15,1
10.5.0,16,1
10.5.0,18,3
10.5.0,20,1
10.5.0,21,2
10.5.0,22,2
10.5.0,23,3
10.5.0,24,2
10.5.0,25,2
10.5.0,27,1
10.5.0,28,1
10.5.0,29,1
10.5.0,31,1
10.5.0,32,1
10.5.0,33,1
10.5.0,34,3
10.5.0,36,2
10.5.0,39,2
10.5.0,40,2
10.5.0,42,2
10.5.0,43,1
10.5.0,44,2
10.5.1,0,1
10.5.1,5,1
10.5.1,6,1
10.5.1,8,3
10.5.1,9,2
10.5.1,10,2
10.5.1,12,1
10.5.1,16,1
10.5.1,17,3
10.5.1,19,2
10.5.1,20,1
10.5.1,21,1
10.5.1,22,2
10.5.1,23,1
10.5.1,24,2
10.5.1,25,1
10.5.1,27,2
10.5.1,29,1
10.5.1,30,1
10.5.1,31,1
10.5.1,32,1
10.5.1,35,1
10.5.1,36,1
10.5.1,37,2
10.5.1,39,1
10.5.1,40,4
10.5.2,0,1
10.5.2,1,2
10.5.2,2,2
10.5.2,4,2
10.5.2,5,1
10.5.2,6,2
10.5.2,7,2
10.5.2,9,3
10.5.2,10,2
10.5.2,11,1
10.5.2,12,1
10.5.2,15,2
10.5.2,16,1
10.5.2,17,2
10.5.2,20,1
10.5.2,21,1
10.5.2,23,1
10.5.2,24,2
10.5.2,25,1
10.5.2,26,1
10.5.2,28,1
10.5.2,30,1
10.5.2,31,1
10.5.2,38,1
10.5.2,40,1
10.5.2,41,1
10.5.2,42,1
10.5.2,43,1
10.5.2,44,1
10.50.0,0,5
10.50.0,1,2
10.50.0,2,1
10.50.0,3,2
10.50.0,4,1
10.50.0,6,3
10.50.0,7,2
10.50.0,11,3
10.50.0,12,1
10.50.0,13,1
10.50.0,15,1
10.50.0,16,3
10.50.0,17,3
10.50.0,18,2
10.50.0,20,2
10.50.0,21,2
10.50.0,22,2
10.50.0,23,3
10.50.0,24,2
10.50.0,25,2
10.50.0,27,2
10.50.0,28,1
10.50.0,29,2
10.50.0,30,2
10.50.0,31,1
10.50.0,32,3
10.50.0,35,1
10.50.0,36,2
10.50.0,38,1
10.50.0,39,1
10.50.0,41,2
10.50.0,42,1
10.50.0,43,3
10.50.0,44,1
10.50.1,4,1
10.50.1,6,1
10.50.1,7,2
10.50.1,9,1
10.50.1,10,1
10.50.1,14,2
10.50.1,15,1
10.50.1,17,1
10.50.1,19,2
10.50.1,20,1
10.50.1,21,3
10.50.1,24,1
10.50.1,27,1
10.50.1,29,1
10.50.1,30,1
10.50.1,33,1
10.50.1,36,3
10.50.1,37,1
10.50.1,38,1
10.50.1,39,1
10.50.1,42,1
10.50.2,0,1
10.50.2,2,1
10.50.2,4,1
10.50.2,5,2
10.50.2,8,1
10.50.2,9,3
10.50.2,12,1
10.50.2,13,2
10.50.2,14,2
10.50.2,16,1
10.50.2,18,2
10.50.2,21,2
10.50.2,24,1
10.50.2,27,1
10.50.2,33,2
10.50.2,34,2
10.50.2,36,1
10.50.2,37,1
10.50.2,39,5
10.50.2,42,3
10.50.2,43,1
10.50.3,0,3
10.50.3,1,3
10.50.3,3,2
10.50.3,4,4
10.50.3,5,1
10.50.3,6,4
10.50.3,7,4
10.50.3,8,1
10.50.3,9,1
10.50.3,10,2
10.50.3,11,1
10.50.3,12,3
10.50.3,13,4
10.50.3,14,3
10.50.3,17,1
10.50.3,18,1
10.50.3,19,1
10.50.3,23,7
10.50.3,24,1
10.50.3,25,1
10.50.3,28,1
10.50.3,29,4
10.50.3,30,1
10.50.3,32,2
10.50.3,34,2
10.50.3,36,2
10.50.3,37,1
10.50.3,38,1
10.50.3,40,1
10.50.3,41,2
10.50.3,43,1
10.50.3,44,2
10.50.4,0,2
10.50.4,1,1
10.50.4,3,1
10.50.4,4,1
10.50.4,5,1
10.50.4,6,1
10.50.4,8,3
10.50.4,9,1
10.50.4,11,2
10.50.4,12,1
10.50.4,13,3
10.50.4,14,2
10.50.4,15,2
10.50.4,16,1
10.50.4,19,2
10.50.4,20,1
10.50.4,21,3
10.50.4,22,2
10.50.4,24,2
10.50.4,25,4
10.50.4,26,1
10.50.4,27,1
10.50.4,29,1
10.50.4,30,3
10.50.4,32,2
10.50.4,33,1
10.50.4,35,2
10.50.4,37,2
10.50.4,40,3
10.50.4,41,1
10.50.4,42,1
10.50.4,43,2
10.50.5,2,1
10.50.5,3,2
10.50.5,6,2
10.50.5,8,2
10.50.5,9,1
10.50.5,10,2
10.50.5,11,1
10.50.5,12,2
10.50.5,13,1
10.50.5,14,1
10.50.5,16,3
10.50.5,17,2
10.50.5,19,1
10.50.5,20,3
10.50.5,21,1
10.50.5,22,1
10.50.5,23,2
10.50.5,24,1
10.50.5,25,1
10.50.5,26,1
10.50.5,27,2
10.50.5,29,3
10.50.5,30,1
10.50.5,31,1
10.50.5,34,2
10.50.5,36,1
10.50.5,37,1
10.50.5,39,2
10.50.5,40,1
10.50.5,44,1
10.50.6,0,2
10.50.6,3,1
10.50.6,5,2
10.50.6,7,2
10.50.6,8,1
10.50.6,10,2
10.50.6,14,2
10.50.6,15,2
10.50.6,16,1
10.50.6,17,1
10.50.6,18,2
10.50.6,19,1
10.50.6,21,1
10.50.6,22,1
10.50.6,23,1
10.50.6,24,1
10.50.6,26,2
10.50.6,27,1
10.50.6,28,2
10.50.6,30,1
10.50.6,33,1
10.50.6,34,1
10.50.6,35,2
10.50.6,37,2
10.50.6,38,4
10.50.6,42,2
10.50.6,43,1
10.50.6,44,1
10.51.0,3,1
10.51.0,6,1
10.51.0,7,1
10.51.0,8,2
10.51.0,9,1
10.51.0,10,1
10.51.0,11,1
10.51.0,13,1
10.51.0,15,1
10.51.0,18,1
10.51.0,20,2
10.51.0,24,2
10.51.0,25,1
10.51.0,27,2
10.51.0,28,2
10.51.0,29,1
10.51.0,35,1
10.51.0,37,2
10.51.0,38,4
10.51.0,39,2
10.51.0,40,2
10.51.0,42,1
10.51.0,43,1
10.51.0,44,2
10.51.1,0,1
10.51.1,1,2
10.51.1,2,4
10.51.1,3,1
10.51.1,5,2
10.51.1,7,5
10.51.1,8,4
10.51.1,9,3
10.51.1,10,2
10.51.1,11,3
10.51.1,12,3
10.51.1,13,1
10.51.1,14,1
10.51.1,15,3
10.51.1,16,2
10.51.1,17,2
10.51.1,18,2
10.51.1,19,3
10.51.1,20,2
10.51.1,21,2
10.51.1,22,3
10.51.1,23,2
10.51.1,24,3
10.51.1,25,2
10.51.1,26,5
10.51.1,27,2
10.51.1,28,2
10.51.1,29,1
10.51.1,31,4
10.51.1,32,4
10.51.1,33,5
10.51.1,34,4
10.51.1,35,2
10.51.1,36,1
10.51.1,37,4
10.51.1,39,1
10.51.1,40,3
10.51.1,41,1
10.51.1,42,2
10.51.1,43,5
10.51.1,44,5
10.52.0,0,1
10.52.0,1,1
10.52.0,2,2
10.52.0,3,3
10.52.0,4,2
10.52.0,7,1
10.52.0,8,1
10.52.0,10,3
10.52.0,11,2
10.52.0,12,3
10.52.0,13,1
10.52.0,14,1
10.52.0,17,3
10.52.0,20,1
10.52.0,21,1
10.52.0,22,3
10.52.0,23,1
10.52.0,24,3
10.52.0,25,2
10.52.0,27,1
10.52.0,28,1
10.52.0,29,2
10.52.0,31,1
10.52.0,32,1
10.52.0,33,2
10.52.0,34,2
10.52.0,35,3
10.52.0,36,1
10.52.0,37,2
10.52.0,38,2
10.52.0,39,3
10.52.0,41,2
10.52.0,42,4
10.52.0,43,1
10.52.1,0,1
10.52.1,2,4
10.52.1,3,1
10.52.1,8,2
10.52.1,9,2
10.52.1,11,1
10.52.1,14,2
10.52.1,15,2
10.52.1,17,1
10.52.1,18,1
10.52.1,20,1
10.52.1,22,3
10.52.1,26,2
10.52.1,27,2
10.52.1,30,3
10.52.1,31,2
10.52.1,35,3
10.52.1,36,2
10.52.1,37,4
10.52.1,38,1
10.52.1,41,2
10.52.1,43,1
10.52.1,44,1
10.52.2,0,1
10.52.2,1,3
10.52.2,3,1
10.52.2,5,2
10.52.2,10,1
10.52.2,11,1
10.52.2,14,1
10.52.2,16,1
10.52.2,19,1
10.52.2,20,1
10.52.2,21,1
10.52.2,23,1
10.52.2,25,1
10.52.2,27,2
10.52.2,28,1
10.52.2,29,1
10.52.2,30,1
10.52.2,31,2
10.52.2,32,1
10.52.2,33,2
10.52.2,35,1
10.52.2,36,1
10.52.2,37,1
10.52.2,38,1
10.52.2,41,1
10.52.2,42,5
10.52.2,44,1
10.52.3,0,1
10.52.3,1,2
10.52.3,3,1
10.52.3,4,3
10.52.3,5,1
10.52.3,7,1
10.52.3,9,1
10.52.3,10,2
10.52.3,11,2
10.52.3,12,2
10.52.3,13,2
10.52.3,15,1
10.52.3,16,1
10.52.3,17,1
10.52.3,18,2
10.52.3,19,3
10.52.3,20,1
10.52.3,21,1
10.52.3,22,1
10.52.3,23,2
10.52.3,24,1
10.52.3,25,2
10.52.3,27,1
10.52.3,28,1
10.52.3,29,1
10.52.3,30,1
10.52.3,31,3
10.52.3,32,3
10.52.3,33,2
10.52.3,36,1
10.52.3,37,1
10.52.3,38,2
10.52.3,42,2
10.52.4,3,2
10.52.4,6,3
10.52.4,7,1
10.52.4,9,1
10.52.4,14,1
10.52.4,16,1
10.52.4,17,1
10.52.4,20,1
10.52.4,22,3
10.52.4,23,1
10.52.4,25,2
10.52.4,26,2
10.52.4,27,2
10.52.4,28,2
10.52.4,29,1
10.52.4,30,1
10.52.4,31,2
10.52.4,32,3
10.52.4,33,2
10.52.4,34,1
10.52.4,35,1
10.52.4,41,2
10.52.4,42,1
10.52.4,43,1
10.52.5,0,1
10.52.5,1,3
10.52.5,2,2
10.52.5,3,1
10.52.5,4,1
10.52.5,5,2
10.52.5,7,2
10.52.5,9,2
10.52.5,10,2
10.52.5,11,1
10.52.5,12,2
10.52.5,14,1
10.52.5,15,3
10.52.5,16,1
10.52.5,17,1
10.52.5,18,2
10.52.5,19,3
10.52.5,20,1
10.52.5,21,1
10.52.5,22,1
10.52.5,24,3
10.52.5,27,2
10.52.5,31,2
10.52.5,32,2
10.52.5,33,1
10.52.5,35,2
10.52.5,36,1
10.52.5,38,4
10.52.5,39,1
10.52.5,40,1
10.52.5,42,1
10.52.5,43,1
10.52.5,44,2
10.52.6,0,2
10.52.6,1,1
10.52.6,2,3
10.52.6,3,1
10.52.6,4,1
10.52.6,5,1
10.52.6,6,2
10.52.6,7,3
10.52.6,8,2
10.52.6,9,3
10.52.6,14,1
10.52.6,15,2
10.52.6,16,2
10.52.6,17,2
10.52.6,18,2
10.52.6,19,2
10.52.6,20,2
10.52.6,21,1
10.52.6,23,2
10.52.6,25,1
10.52.6,28,3
10.52.6,29,1
10.52.6,30,2
10.52.6,31,1
10.52.6,32,1
10.52.6,34,3
10.52.6,38,1
10.52.6,39,1
10.52.6,40,1
10.52.6,41,1
10.52.6,42,2
10.52.6,43,1
10.52.7,2,2
10.52.7,3,1
10.52.7,4,1
10.52.7,6,1
10.52.7,7,5
10.52.7,8,2
10.52.7,9,1
10.52.7,11,1
10.52.7,12,1
10.52.7,13,1
10.52.7,14,1
10.52.7,18,1
10.52.7,20,1
10.52.7,22,2
10.52.7,24,1
10.52.7,26,2
10.52.7,27,2
10.52.7,28,1
10.52.7,32,1
10.52.7,33,3
10.52.7,34,1
10.52.7,37,1
10.52.7,38,2
10.52.7,39,3
10.52.7,40,3
10.53.0,0,3
10.53.0,1,1
10.53.0,4,1
10.53.0,6,3
10.53.0,7,1
10.53.0,8,1
10.53.0,10,1
10.53.0,11,2
10.53.0,13,1
10.53.0,14,1
10.53.0,15,2
10.53.0,16,3
10.53.0,17,3
10.53.0,18,2
10.53.0,19,1
10.53.0,20,1
10.53.0,26,1
10.53.0,27,2
10.53.0,29,1
10.53.0,31,3
10.53.0,32,1
10.53.0,33,2
10.53.0,34,3
10.53.0,35,2
10.53.0,36,2
10.53.0,37,1
10.53.0,38,2
10.53.0,40,2
10.53.0,41,1
10.53.0,42,1
10.53.0,43,2
10.53.1,0,1
10.53.1,2,1
10.53.1,4,2
10.53.1,5,1
10.53.1,6,1
10.53.1,7,3
10.53.1,11,1
10.53.1,13,1
10.53.1,14,1
10.53.1,15,2
10.53.1,16,1
10.53.1,18,3
10.53.1,20,3
10.53.1,22,3
10.53.1,24,1
10.53.1,26,1
10.53.1,28,1
10.53.1,31,1
10.53.1,34,3
10.53.1,36,1
10.53.1,37,2
10.53.1,38,2
10.53.1,41,1
10.53.1,42,1
10.53.1,44,2
10.53.2,3,1
10.53.2,4,2
10.53.2,6,2
10.53.2,8,1
10.53.2,9,2
10.53.2,10,2
10.53.2,11,1
10.53.2,13,1
10.53.2,17,2
10.53.2,21,1
10.53.2,25,2
10.53.2,26,1
10.53.2,27,1
10.53.2,28,2
10.53.2,29,2
10.53.2,30,2
10.53.2,33,1
10.53.2,34,2
10.53.2,35,1
10.53.2,36,1
10.53.2,38,1
10.53.2,39,1
10.53.2,40,1
10.53.2,41,1
10.53.2,42,1
10.53.2,43,1
10.53.3,0,2
10.53.3,1,1
10.53.3,3,2
10.53.3,4,1
10.53.3,6,1
10.53.3,7,2
10.53.3,8,3
10.53.3,9,1
10.53.3,11,3
10.53.3,13,2
10.53.3,16,2
10.53.3,17,3
10.53.3,18,3
10.53.3,19,1
10.53.3,20,2
10.53.3,21,3
10.53.3,22,1
10.53.3,24,1
10.53.3,25,3
10.53.3,26,2
10.53.3,28,3
10.53.3,30,3
10.53.3,32,2
10.53.3,33,2
10.53.3,35,3
10.53.3,38,1
10.53.3,39,2
10.53.3,40,2
10.53.3,41,1
10.53.3,42,3
10.53.3,44,1
10.53.4,0,2
10.53.4,1,1
10.53.4,4,2
10.53.4,5,4
10.53.4,6,2
10.53.4,7,1
10.53.4,9,4
10.53.4,11,1
10.53.4,12,2
10.53.4,16,1
10.53.4,23,1
10.53.4,24,1
10.53.4,25,1
10.53.4,26,2
10.53.4,29,1
10.53.4,30,2
10.53.4,31,2
10.53.4,32,2
10.53.4,35,2
10.53.4,37,1
10.53.4,38,1
10.53.4,39,1
10.53.4,40,1
10.53.4,41,1
10.53.4,44,1
10.53.5,3,1
10.53.5,4,1
10.53.5,6,1
10.53.5,9,1
10.53.5,12,1
10.53.5,13,1
10.53.5,15,2
10.53.5,16,1
10.53.5,17,1
10.53.5,18,1
10.53.5,19,1
10.53.5,20,2
10.53.5,22,2
10.53.5,25,3
10.53.5,27,1
10.53.5,29,1
10.53.5,32,2
10.53.5,33,2
10.53.5,34,1
10.53.5,35,1
10.53.5,36,2
10.53.5,37,3
10.53.5,38,1
10.53.5,39,1
10.53.5,40,2
10.53.5,43,2
10.53.5,44,1
10.53.6,0,2
10.53.6,1,1
10.53.6,2,1
10.53.6,3,4
10.53.6,5,3
10.53.6,6,3
10.53.6,7,1
10.53.6,8,2
10.53.6,9,1
10.53.6,10,2
10.53.6,12,2
10.53.6,14,3
10.53.6,15,2
10.53.6,17,2
10.53.6,20,1
10.53.6,23,2
10.53.6,24,3
10.53.6,25,1
10.53.6,26,2
10.53.6,31,1
10.53.6,36,1
10.53.6,37,2
10.53.6,40,1
10.53.6,41,2
10.53.6,43,1
10.53.6,44,1
10.53.7,0,4
10.53.7,1,1
10.53.7,2,3
10.53.7,3,1
10.53.7,6,1
10.53.7,7,1
10.53.7,8,2
10.53.7,10,3
10.53.7,11,2
10.53.7,12,3
10.53.7,14,2
10.53.7,17,1
10.53.7,18,2
10.53.7,19,3
10.53.7,20,1
10.53.7,21,2
10.53.7,22,2
10.53.7,23,1
10.53.7,24,1
10.53.7,26,3
10.53.7,27,3
10.53.7,28,1
10.53.7,30,1
10.53.7,32,1
10.53.7,34,3
10.53.7,35,1
10.53.7,36,1
10.53.7,38,2
10.53.7,39,3
10.53.7,42,1
10.53.7,43,1
10.53.7,44,2
10.54.0,3,3
10.54.0,4,1
10.54.0,5,2
10.54.0,6,1
10.54.0,8,1
10.54.0,9,1
10.54.0,10,1
10.54.0,11,1
10.54.0,12,1
10.54.0,14,1
10.54.0,15,1
10.54.0,16,1
10.54.0,17,1
10.54.0,18,1
10.54.0,19,1
10.54.0,20,1
10.54.0,21,1
10.54.0,23,1
10.54.0,24,2
10.54.0,25,2
10.54.0,26,1
10.54.0,27,2
10.54.0,28,2
10.54.0,29,1
10.54.0,31,4
10.54.0,32,1
10.54.0,33,2
10.54.0,34,2
10.54.0,35,3
10.54.0,37,1
10.54.0,39,1
10.54.0,40,2
10.54.0,42,3
10.54.0,43,2
10.54.0,44,1
10.54.1,0,1
10.54.1,1,1
10.54.1,2,1
10.54.1,4,4
10.54.1,5,1
10.54.1,7,4
10.54.1,8,1
10.54.1,10,1
10.54.1,11,1
10.54.1,12,1
10.54.1,14,3
10.54.1,15,2
10.54.1,16,1
10.54.1,17,2
10.54.1,18,1
10.54.1,19,2
10.54.1,21,2
10.54.1,22,1
10.54.1,23,1
10.54.1,24,2
10.54.1,25,1
10.54.1,26,3
10.54.1,28,3
10.54.1,31,1
10.54.1,32,1
10.54.1,34,1
10.54.1,36,2
10.54.1,37,1
10.54.1,39,3
10.54.1,42,2
10.54.1,43,1
10.54.1,44,3
10.54.2,0,2
10.54.2,3,1
10.54.2,4,2
10.54.2,5,2
10.54.2,6,1
10.54.2,7,1
10.54.2,11,1
10.54.2,12,1
10.54.2,13,2
10.54.2,17,1
10.54.2,18,1
10.54.2,19,1
10.54.2,21,1
10.54.2,23,1
10.54.2,30,1
10.54.2,32,2
10.54.2,34,1
10.54.2,36,2
10.54.2,39,2
10.54.2,40,1
10.54.2,41,1
10.54.2,42,2
10.54.2,43,2
10.54.2,44,1
10.55.0,2,2
10.55.0,3,1
10.55.0,5,1
10.55.0,6,2
10.55.0,9,1
10.55.0,10,1
10.55.0,11,1
10.55.0,12,1
10.55.0,13,2
10.55.0,14,4
10.55.0,15,1
10.55.0,16,2
10.55.0,17,2
10.55.0,18,1
10.55.0,19,1
10.55.0,20,1
10.55.0,21,1
10.55.0,22,1
10.55.0,23,1
10.55.0,24,1
10.55.0,25,1
10.55.0,26,2
10.55.0,28,1
10.55.0,29,2
10.55.0,30,1
10.55.0,31,1
10.55.0,32,1
10.55.0,33,1
10.55.0,35,1
10.55.0,36,1
10.55.0,39,2
10.55.0,40,2
10.55.0,41,1
10.55.0,42,1
10.55.0,43,2
10.55.0,44,2
10.55.1,2,2
10.55.1,7,1
10.55.1,9,1
10.55.1,11,2
10.55.1,14,1
10.55.1,16,1
10.55.1,17,1
10.55.1,18,2
10.55.1,20,1
10.55.1,21,1
10.55.1,24,1
10.55.1,25,1
10.55.1,27,1
10.55.1,28,4
10.55.1,29,1
10.55.1,30,1
10.55.1,33,1
10.55.1,38,1
10.55.1,40,2
10.55.1,42,1
10.55.10,0,1
10.55.10,1,2
10.55.10,2,1
10.55.10,4,2
10.55.10,6,1
10.55.10,7,3
10.55.10,8,1
10.55.10,12,2
10.55.10,15,1
10.55.10,16,2
10.55.10,17,1
10.55.10,19,5
10.55.10,21,4
10.55.10,22,2
10.55.10,23,2
10.55.10,25,4
10.55.10,26,2
10.55.10,27,2
10.55.10,28,3
10.55.10,30,2
10.55.10,31,2
10.55.10,32,2
10.55.10,34,2
10.55.10,35,1
10.55.10,36,1
10.55.10,39,2
10.55.10,40,1
10.55.10,43,1
10.55.10,44,1
10.55.11,0,1
10.55.11,1,1
10.55.11,2,4
10.55.11,6,1
10.55.11,8,1
10.55.11,9,1
10.55.11,10,2
10.55.11,11,1
10.55.11,12,2
10.55.11,13,1
10.55.11,14,1
10.55.11,15,1
10.55.11,16,1
10.55.11,21,2
10.55.11,22,1
10.55.11,23,1
10.55.11,24,2
10.55.11,25,1
10.55.11,26,3
10.55.11,27,1
10.55.11,31,1
10.55.11,32,1
10.55.11,33,1
10.55.11,34,2
10.55.11,36,1
10.55.11,37,2
10.55.11,38,1
10.55.11,41,4
10.55.11,42,3
10.55.11,44,2
10.55.12,0,1
10.55.12,1,1
10.55.12,2,1
10.55.12,3,4
10.55.12,4,1
10.55.12,5,1
10.55.12,6,2
10.55.12,7,4
10.55.12,9,1
10.55.12,10,1
10.55.12,11,2
10.55.12,12,1
10.55.12,13,2
10.55.12,16,1
10.55.12,17,2
10.55.12,19,2
10.55.12,20,2
10.55.12,21,2
10.55.12,24,3
10.55.12,26,2
10.55.12,27,3
10.55.12,28,1
10.55.12,29,1
10.55.12,30,1
10.55.12,31,2
10.55.12,33,3
10.55.12,34,2
10.55.12,35,1
10.55.12,36,1
10.55.12,37,1
10.55.12,38,2
10.55.12,41,2
10.55.12,43,1
10.55.12,44,1
10.55.13,0,1
10.55.13,1,1
10.55.13,2,2
10.55.13,3,1
10.55.13,5,1
10.55.13,6,2
10.55.13,7,3
10.55.13,8,2
10.55.13,12,1
10.55.13,13,1
10.55.13,14,2
10.55.13,15,5
10.55.13,16,1
10.55.13,17,1
10.55.13,18,1
10.55.13,19,4
10.55.13,20,1
10.55.13,22,2
10.55.13,24,1
10.55.13,25,1
10.55.13,26,1
10.55.13,27,1
10.55.13,28,2
